9128 221 15 1446 3165 6109 5 2 ||| 552 717 420 776 924 416 122 1021 365 118 775 101 612 365 509 775 101 612 797 118 567 101 72 351 118 433 321 57 907 118
3 9 158 2673 25 7 2436 2980 14 18 2053 892 644 14 7 1082 102 2 ||| 528 717 559 354 965 1008 33 420 921 891 567 101 72 795 965 567 101 72 795 965 775 101 612 587 118 775 101 612 587 118 775 101 973 795 48 775 101 612 587 118 775 101 612 795 172 775 101 612 587 509 775 101 973 795 118 775 101 973 365 118 775 101 973 795 118 775 101 973 587 118 234 101 973 587 118 234 101 72 587 118 234 101 72 587 118 416 101 72 587 118 416 101 72 587 118 908 321 559 695 118
6184 23 9 27 280 892 3649 5 2 ||| 528 717 334 354 965 416 101 612 795 925 567 101 612 365 925 567 101 547 365 925 567 101 612 365 509 775 122 612 365 924 917 122 469 365 924
3 892 3649 1515 8 198 305 68 10 39 20 11 195 14 3396 36 3 13 780 8 53 28 344 892 3649 5 2 ||| 528 717 420 776 924 416 122 420 365 924 775 122 72 797 710 775 101 973 797 48 775 101 973 797 509 775 101 973 795 509 775 101 973 797 172 775 101 612 365 891 775 101 612 365 118 775 101 420 365 924 775 101 612 365 965 775 101 612 795 965 775 101 612 587 891 775 101 612 921 891 775 101 547 974 109 775 101 1021 974 109 1008 101 547 974 109 775 101 1021 974 109 775 101 612 974 109 567 101 612 921 891 775 101 72 704 509 567 101 612 587 509 567 101 72 795 172 567 101 973 795 172 567 101 72 795 118 567 101 72 795 172 567 101 72 795 118 567 101 973 797 118 567 101 277 797 710 567 122 72 797 924 433 122 469 488 924
3 38 16 244 3 6 3 10 183 45 60 41 152 5 2 ||| 528 717 334 488 965 416 101 72 797 313 948 101 72 797 313 948 101 612 797 965 775 101 72 365 118 775 101 72 795 118 775 101 72 795 1007 775 101 612 795 118 775 101 612 795 118 775 101 612 795 118 775 101 973 795 172 775 101 973 795 965 775 101 973 582 746 775 101 973 795 746 775 101 973 795 710 584 321 57 354 924
13589 145 6111 1712 10 261 25 134 3396 6 21 26 174 72 1616 8 208 274 56 1141 124 5362 11 78 1661 3 14 1141 6 130 923 10 130 1171 5 2 ||| 552 717 334 354 965 416 101 973 795 16 948 101 612 795 965 775 101 547 365 0 567 101 547 587 925 567 101 612 582 118 1008 101 612 795 118 567 101 72 795 43 775 101 72 795 118 775 101 72 587 118 775 101 72 795 172 775 101 973 587 172 775 101 612 921 891 775 101 612 921 0 775 101 612 921 965 948 101 612 354 965 948 101 612 354 965 948 101 973 795 746 948 101 72 795 172 948 101 72 795 172 948 101 612 795 118 567 101 72 795 965 948 101 72 797 710 948 101 72 797 710 775 101 612 797 753 775 122 612 797 753 775 101 612 797 509 775 101 612 795 118 775 101 612 795 118 567 101 72 795 48 775 101 72 795 48 775 101 973 587 118 775 101 72 795 118 775 101 72 587 9 775 101 72 795 43 775 101 72 795 43 775 101 612 795 118 775 101 612 365 118 775 101 612 365 118 948 101 612 365 118 948 101 612 795 118 775 101 72 795 118 775 101 612 795 982 775 101 72 795 982 775 101 72 795 982 775 101 72 795 982 775 101 72 795 982 775 101 72 795 982 775 101 72 795 172 775 101 72 795 172 775 101 72 795 172 948 101 72 797 172 948 101 72 351 172 948 101 72 795 118 775 101 612 795 118 775 122 612 795 118 908 122 72 351 43 416 66 774 907 118
12044 20 66 138 8 409 35 9 27 344 892 3649 71 51 9 26 34 133 56 12 5 2 ||| 528 717 559 881 99 1008 33 420 368 118 1008 101 612 368 118 775 101 612 795 118 775 101 612 795 0 775 101 612 582 891 1008 101 612 797 924 1008 101 612 797 753 1008 101 612 797 924 775 122 420 797 924 775 122 1021 797 924 775 122 612 365 965 775 101 612 795 965 775 101 612 587 118 775 101 973 795 118 775 101 973 587 118 775 101 973 587 118 917 66 246 695 1007
7702 15 1446 3165 6109 10 22 111 226 62 8 242 35 9 27 344 892 3649 5 2 ||| 570 358 559 365 924 416 122 420 365 924 948 122 420 797 924 948 101 420 797 172 775 122 420 797 924 775 101 72 797 172 775 101 72 582 118 775 101 612 795 118 775 101 612 587 118 775 101 612 795 118 1008 101 612 795 172 1008 101 612 795 0 775 101 612 797 965 775 122 612 797 924 567 122 612 365 924 433 122 469 488 924
4463 16 46 11 3977 17 8981 6 1228 1662 1819 6 101 16 27 59 364 3397 293 5 2 ||| 528 717 334 488 99 775 122 774 582 118 775 122 72 797 118 775 101 420 797 118 775 101 612 365 118 1008 101 612 795 118 567 101 612 795 118 775 101 612 795 118 775 101 612 795 118 775 101 612 795 118 948 101 72 795 172 567 101 612 795 0 567 101 612 795 0 567 101 612 365 0 775 101 612 354 924 775 101 1021 354 924 584 717 559 907 924
5820 22 277 16 46 19 8 139 56 62 8 242 35 9 27 344 892 3649 5 2 ||| 552 717 334 704 99 416 101 612 587 9 775 101 612 587 118 567 101 612 795 48 775 101 612 587 118 948 101 612 795 48 567 101 612 587 0 567 101 612 587 0 567 101 612 587 0 234 101 612 795 965 567 101 72 797 965 234 101 72 797 710 567 101 612 797 753 234 101 420 797 753 567 101 420 797 753 775 101 72 797 710 948 122 72 797 710 917 66 214 488 710
3 892 3649 36 11 344 1083 56 3 15 2325 70 672 5 2 ||| 570 717 612 354 965 234 101 973 795 965 234 101 612 795 965 234 101 612 795 965 234 101 612 795 965 948 101 612 795 48 948 101 612 795 118 775 101 612 795 48 775 101 612 795 48 255 101 612 587 118 998 101 612 795 965 998 101 72 795 965 998 101 72 795 965 998 101 72 795 965 998 101 72 797 710 998 101 72 797 753 236 101 612 797 965 775 101 72 795 710 775 101 973 795 710 775 101 973 354 313 255 321 57 270 924
9618 5363 12 20 70 3 5 2 ||| 552 717 559 354 965 948 101 612 364 965 948 101 612 354 710 948 101 612 795 965 948 101 72 795 48 775 101 72 795 118 775 101 72 587 9 567 101 72 368 9 908 321 88 695 1007
3 45 111 344 892 3649 6 7 73 9 26 242 15 103 17 7 715 5 2 ||| 528 717 973 776 924 416 122 973 797 924 948 122 973 797 753 948 101 973 797 710 948 101 973 797 753 948 101 973 797 16 775 101 612 795 509 775 101 612 795 118 775 101 612 587 118 775 101 612 795 118 775 101 612 795 118 775 101 420 582 172 775 101 1021 587 0 584 66 1021 907 0
4001 34 9 208 56 245 102 2 ||| 552 358 334 704 99 416 101 612 795 118 948 101 612 795 118 948 101 612 795 48 948 101 973 795 118 908 321 774 695 118
7692 34 9 83 102 2 ||| 570 717 334 354 965 416 33 1021 364 924 948 122 72 364 924 908 321 57 364 924
13866 9 83 7 2436 629 14 18 3398 36 34 9 409 7 1082 102 2 ||| 552 717 334 354 965 416 101 1021 354 965 567 101 612 587 118 567 101 612 587 118 567 101 612 795 43 567 101 612 795 118 567 101 612 795 118 567 101 612 365 118 775 101 612 365 924 775 101 72 365 924 775 101 420 797 924 775 101 612 365 924 1008 101 612 795 118 1008 101 72 795 118 1008 101 973 587 118 567 101 600 587 118 433 66 600 695 118
5820 7 113 275 6 21 24 19 8 31 4827 10 8982 7 6112 431 25 7 308 5 2 ||| 528 470 228 776 710 416 372 600 943 313 775 101 72 582 0 775 101 72 797 172 567 101 973 364 118 1008 101 973 587 118 1008 101 973 587 118 1008 101 612 587 118 433 101 612 587 118 775 101 612 795 118 775 101 612 587 118 775 101 612 587 118 416 101 612 587 118 775 101 612 795 118 775 101 72 795 172 433 33 72 368 0 584 66 88 315 0
8122 52 84 18 1025 15 368 17 7 113 275 6 2438 18 184 6 448 5364 6 330 29 2439 17 190 3650 5 2 ||| 584 358 559 907 99 1008 33 939 363 99 1008 101 420 921 16 775 101 72 587 0 998 101 612 587 0 775 101 612 587 0 775 101 973 354 891 416 101 973 587 509 416 101 973 275 1005 732 372 939 275 1005 732 101 72 275 509 732 101 72 587 509 1008 101 612 587 759 1008 101 612 587 118 1008 101 72 368 759 1008 101 420 368 118 1008 101 1021 587 118 1008 321 72 275 172 1008 101 72 587 172 1008 101 72 795 118 1008 33 72 704 118 1008 33 72 256 1007 894 33 72 256 759 1008 372 600 275 1007 433 372 600 881 1007 584 470 574 315 473
16 267 12 37 276 8 52 84 13 16 46 368 5 2 ||| 570 717 334 704 118 234 122 612 363 118 234 101 612 587 118 234 101 612 587 48 234 101 612 587 509 908 101 612 921 509 948 101 72 921 244 948 101 72 921 9 528 321 248 718 1007
3 65 10 574 5 2 ||| 528 717 57 354 313 416 33 72 363 313 416 101 72 795 965 775 101 72 795 172 917 717 72 275 313 917 470 214 615 313
3 52 84 9 42 11 49 8982 17 39 156 5 2 ||| 894 717 600 10 811 1008 33 600 911 1007 998 33 72 795 43 998 101 72 351 172 998 717 72 275 313 998 101 72 275 244 998 101 72 275 172 998 101 72 921 172 998 33 72 921 1007 998 66 469 315 9
4237 21 24 19 8 117 107 25 22 45 5 2 ||| 584 717 600 960 313 894 33 277 363 811 894 33 973 795 982 584 101 973 795 48 584 717 277 275 172 584 470 600 615 1007
13943 7 693 6 177 7 693 6 30 25 7 113 14 218 6 10 30 96 14 6 9 76 208 13 9 76 208 11 49 3166 17 39 23 9 24 55 1142 37 25 108 1229 5 2 ||| 1008 717 334 881 99 894 33 72 363 1007 1008 33 72 368 1007 433 101 612 921 759 775 101 612 921 759 775 101 72 921 313 775 372 72 921 313 775 372 72 921 313 775 372 72 921 313 894 372 72 921 313 775 372 72 921 313 775 101 72 921 313 1008 101 72 368 0 1008 101 973 704 118 1008 101 612 587 118 1008 101 612 587 118 1008 101 973 587 118 1008 101 973 587 118 1008 101 973 921 118 1008 101 72 368 982 775 101 420 368 965 584 101 420 368 965 775 101 420 368 965 416 101 420 921 965 416 101 420 5 965 416 101 612 354 891 732 101 612 364 924 234 101 1021 365 891 234 101 1021 365 924 908 101 420 797 924 416 101 420 797 753 647 101 420 797 753 948 101 420 797 753 647 101 612 795 753 647 101 612 795 753 948 101 612 795 753 908 101 973 795 509 359 101 973 587 509 917 66 18 315 250
4463 30 693 37 10 1142 17 7 693 17 7 224 101 6 59 8983 91 31 55 25 7 837 14 13 3 125 28 59 7272 5 2 ||| 917 717 214 275 53 775 372 214 275 53 775 372 72 582 53 775 101 72 797 53 775 101 72 582 53 998 101 72 582 53 775 101 72 795 746 255 101 72 795 965 948 101 72 587 509 948 101 72 795 965 948 101 612 587 753 416 101 612 587 781 1008 101 612 587 781 732 101 612 587 781 567 101 973 795 509 567 101 72 795 509 948 101 72 795 509 647 101 72 795 172 948 101 72 795 172 948 101 420 795 965 948 101 612 795 965 234 101 72 795 965 234 101 72 795 746 234 101 72 795 746 234 101 72 795 746 234 101 72 795 965 567 101 72 795 172 775 101 72 795 746 775 101 72 795 172 775 101 612 795 172 567 101 1021 795 965 948 101 612 795 965 948 101 547 795 925 948 101 616 582 753 948 101 973 582 746 948 101 72 795 753 948 101 72 795 753 948 101 420 582 746 775 101 420 582 509 528 66 366 695 0
3 70 7273 14 13 5 2 ||| 528 358 334 704 118 416 101 72 368 118 567 101 72 368 48 948 101 612 587 48 775 101 612 921 0 775 101 72 921 172 584 321 88 695 1007
3 17 50 10 107 6 110 1760 65 10 574 6 65 10 574 5 2 ||| 528 717 334 704 99 416 101 72 256 16 775 101 72 795 746 775 101 72 795 746 775 101 72 795 746 775 101 72 795 746 998 101 72 275 746 998 101 72 275 513 236 101 72 275 513 775 101 72 795 513 732 101 72 795 48 732 101 72 795 48 234 101 72 795 48 234 101 72 795 746 647 101 72 275 165 948 101 72 795 165 234 101 72 795 984 234 101 72 351 1007 234 101 72 582 9 948 101 72 582 984 948 101 72 582 499 416 101 72 582 878 732 101 72 582 9 234 101 72 582 9 416 101 72 582 878 948 101 72 582 499 775 101 72 582 1007 732 101 72 795 43 732 101 72 795 982 234 101 72 587 118 775 101 600 368 1007 917 66 57 315 1007
3 1258 156 126 693 385 6 8 55 215 883 18 364 2134 54 8 55 96 14 94 399 25 18 1025 5 2 ||| 236 717 214 737 165 236 693 973 911 165 948 101 72 582 165 234 101 72 795 48 732 101 72 354 982 732 101 612 354 982 234 101 612 354 982 234 101 612 354 965 236 101 612 587 172 236 101 72 275 165 775 101 72 275 513 567 101 1021 368 172 567 101 72 368 9 255 101 612 368 9 1008 101 72 368 760 998 101 72 368 760 255 101 72 368 43 998 101 72 368 222 775 101 72 368 48 775 101 72 587 48 775 101 72 704 48 775 101 72 921 244 775 101 72 921 48 775 101 72 704 48 775 101 72 704 48 775 101 72 275 43 775 101 72 368 143 433 321 248 315 1007
3 10 574 5 2 ||| 570 358 1021 797 710 647 122 1021 797 313 234 101 420 797 710 234 101 420 797 710 647 122 420 797 710 908 122 366 488 924
4237 575 28 4827 25 6112 431 28 22 218 5 2 ||| 1008 717 939 210 891 1008 33 939 360 1005 775 101 612 704 118 908 101 72 795 0 416 101 72 368 759 416 101 72 368 759 416 101 612 587 118 416 101 72 587 1007 416 33 939 619 250 433 66 469 315 250
3 10 574 5 2 ||| 570 358 420 776 811 732 122 420 797 924 234 122 420 797 710 908 101 420 797 710 908 321 284 488 710
3 909 11 49 86 14 3 6 11 49 4828 7275 38 9 528 5 2 ||| 570 717 334 10 710 234 33 72 363 313 234 101 612 587 118 234 101 612 795 48 416 101 612 587 118 433 101 612 587 118 416 101 72 587 9 433 101 72 368 1007 416 101 72 368 1007 732 101 72 704 984 732 101 72 368 1007 647 101 72 704 982 433 101 72 704 982 1008 101 72 368 48 998 321 72 368 118 584 66 197 718 118
3007 7 190 218 9 24 19 8 31 145 7 355 5 2 ||| 528 717 939 907 250 584 372 939 619 1005 584 372 72 275 250 433 101 72 795 313 416 101 1021 587 891 775 101 1021 582 891 775 101 612 582 0 775 101 612 582 0 416 33 420 1013 0 433 66 197 315 250
4463 25 7 217 218 3400 8 9 6 9 24 19 8 31 145 7 217 5 2 ||| 570 717 559 881 313 908 33 1021 363 313 948 101 420 795 313 908 101 420 795 965 775 101 1021 587 891 775 101 1021 587 759 1008 101 612 795 0 675 321 612 704 0 168 717 612 695 1007 958 470 469 615 759
4237 21 24 19 8 117 28 7 217 218 106 5 2 ||| 894 717 559 881 99 894 33 939 363 250 894 33 612 368 1007 894 101 612 587 0 378 33 612 363 1007 378 717 72 695 1007 378 66 469 315 759
3 7 1045 6 1820 7 1045 10 51 117 17 11 110 1760 1120 5 2 ||| 998 717 559 881 759 958 33 939 363 1007 958 33 612 587 1007 958 717 612 795 118 958 717 612 582 118 958 717 612 582 118 631 717 612 582 509 631 717 612 795 118 998 33 612 587 509 584 101 612 587 118 775 101 72 795 99 775 101 72 795 99 775 101 72 795 565 775 101 72 795 565 775 101 72 795 565 775 101 72 795 565 775 101 72 795 565 775 101 72 795 172 775 101 72 368 99 775 101 72 275 244 775 101 72 275 9 948 101 72 275 165 775 101 72 275 165 948 101 612 275 509 416 101 612 795 509 234 101 612 582 925 416 66 469 530 224
3 12 37 6 1760 12 68 5 2 ||| 570 717 559 704 99 234 33 420 363 753 416 101 612 921 753 234 101 612 921 753 416 101 612 921 753 416 101 612 921 753 775 101 612 5 16 567 101 612 354 965 948 101 612 354 965 948 101 72 795 965 948 101 973 795 746 948 101 612 795 1007 234 101 72 795 172 234 101 72 354 982 732 101 612 795 982 234 101 72 587 172 917 101 72 275 165 917 101 72 275 165 255 101 1021 587 0 255 101 1021 587 0 1008 101 1021 368 982 567 101 612 587 0 908 101 72 368 244 234 101 72 795 172 234 101 612 587 172 234 101 612 354 118 234 122 612 587 982 234 122 612 368 118 917 66 88 718 1007
4463 9 26 34 22 38 199 36 38 576 38 7 555 1981 6 97 3167 36 18 1025 20 550 5 2 ||| 359 717 284 881 53 948 372 72 921 53 234 101 612 921 891 234 101 973 795 965 732 101 612 1013 118 234 187 612 354 118 234 101 612 921 965 234 101 973 921 509 359 101 72 921 746 236 101 72 921 53 236 101 72 921 53 359 101 72 921 53 255 101 1021 587 753 998 101 1021 587 753 631 101 1021 587 753 998 101 1021 587 753 998 101 1021 587 753 255 101 72 368 16 998 101 72 587 9 1008 101 72 587 9 1008 101 72 587 118 775 101 72 587 0 775 101 72 587 118 775 101 72 795 118 775 101 72 795 118 416 101 612 795 965 567 101 973 795 965 567 101 612 795 509 567 101 973 364 753 255 905 370 364 250
3 8 7 100 45 6 10 107 6 30 17 11 110 1760 275 5 2 ||| 552 717 559 881 509 416 101 973 363 16 234 101 72 587 509 647 101 612 587 509 948 101 973 795 746 775 101 72 795 746 775 101 72 795 746 775 101 72 795 746 948 101 72 795 746 647 101 72 795 965 775 101 72 795 746 775 101 72 795 513 775 101 72 795 965 775 101 72 795 746 236 101 72 275 746 948 101 72 795 746 948 101 72 795 16 234 101 72 704 1007 234 321 57 695 1007
6184 9 41 8 155 78 56 59 3401 9 26 2440 59 1104 8984 5 2 ||| 528 358 334 881 99 416 33 939 363 16 416 101 72 587 0 234 101 612 776 965 908 101 420 797 172 948 122 420 797 924 948 122 1021 797 924 948 122 1021 365 924 775 122 1021 365 924 775 122 1021 365 924 775 122 1021 365 924 775 122 1021 365 924 775 122 1021 365 924 775 122 1021 365 924 917 66 627 488 924
4237 13 15 45 1121 5 13537 1121 15 35 9 92 18 249 111 2552 39 15 133 204 1084 2054 10 22 15 11 503 13 15 5365 503 5 2 ||| 528 358 334 354 965 567 33 334 582 924 567 101 420 587 965 1008 101 612 795 965 567 101 612 354 0 775 101 612 795 172 775 101 612 795 172 775 101 72 795 172 255 101 72 795 172 255 101 72 795 965 255 101 72 795 965 255 101 72 795 965 948 101 72 795 313 948 101 72 795 746 948 101 72 275 746 948 101 72 275 509 948 101 72 795 746 948 101 612 587 509 647 101 612 795 0 908 101 612 795 509 234 101 612 587 891 234 101 612 587 781 908 101 612 354 891 948 101 612 795 965 948 101 612 795 965 416 101 72 795 0 775 101 72 587 118 775 101 72 795 172 775 101 72 795 172 775 101 72 795 172 775 101 72 795 172 775 101 72 795 172 775 101 420 795 172 775 101 1021 582 965 775 101 420 795 172 775 101 72 795 172 775 101 72 795 172 775 101 72 795 172 948 101 72 795 172 908 101 72 582 0 775 101 72 582 1007 775 101 72 351 172 948 101 72 582 688 775 101 72 275 244 775 101 72 275 165 775 101 72 275 746 775 101 72 275 746 1008 372 72 921 509 1008 66 88 315 0
12044 521 64 236 10 12 60 109 1888 58 14 7 2552 13 29 25 7 249 33 7 136 4829 744 10 12 117 261 17 56 1362 373 5 2 ||| 584 717 334 881 99 775 33 366 363 99 775 101 72 368 9 775 101 72 275 878 775 101 72 275 165 775 101 72 275 16 775 101 72 795 172 775 101 420 795 172 775 101 420 795 0 775 101 420 795 172 775 101 612 795 0 775 101 72 795 118 433 101 612 587 9 775 101 612 795 118 775 101 612 795 118 416 101 612 795 118 775 101 973 795 48 775 101 612 795 118 775 101 612 795 118 948 101 612 795 118 775 101 612 587 759 775 101 72 354 0 775 101 72 795 686 948 101 600 351 811 908 101 277 943 811 234 101 277 943 710 234 101 277 943 710 234 101 277 943 710 908 101 277 943 710 948 101 973 797 710 775 101 420 797 710 908 101 420 582 313 567 101 72 582 16 416 101 72 795 244 234 101 72 587 0 567 101 72 587 118 948 101 72 795 9 948 101 612 587 118 948 101 72 795 43 775 101 72 795 43 775 101 72 795 43 775 101 1021 582 172 416 101 420 582 172 775 101 420 582 965 775 101 612 795 965 433 101 612 795 965 1008 101 612 587 891 732 33 612 1013 891 433 66 559 210 759
